,color5,lat,lon,color10,color30
402,0,40.5011357317,-73.9164423984,0,0
403,0,40.5011357317,-73.9142402747,0,0
404,0,40.5011357317,-73.912038151,0,0
405,0,40.5011357317,-73.9098360273,0,0
406,0,40.5011357317,-73.9076339036,0,0
407,0,40.5011357317,-73.9054317799,0,0
408,0,40.5011357317,-73.9032296562,0,0
409,0,40.5011357317,-73.9010275325,0,0
410,0,40.5011357317,-73.8988254088,0,0
411,0,40.5011357317,-73.8966232851,0,0
412,0,40.5011357317,-73.8944211614,0,0
413,0,40.5011357317,-73.8922190378,0,0
414,0,40.5011357317,-73.8900169141,0,0
415,0,40.5011357317,-73.8878147904,0,0
416,0,40.5011357317,-73.8856126667,0,0
417,0,40.5011357317,-73.883410543,0,0
418,0,40.5011357317,-73.8812084193,0,0
419,0,40.5011357317,-73.8790062956,0,0
420,0,40.5011357317,-73.8768041719,0,0
421,0,40.5011357317,-73.8746020482,0,0
422,0,40.5011357317,-73.8723999245,0,0
423,0,40.5011357317,-73.8701978008,0,0
424,0,40.5011357317,-73.8679956771,0,0
425,0,40.5011357317,-73.8657935534,0,0
426,0,40.5011357317,-73.8635914297,0,0
427,0,40.5011357317,-73.861389306,0,0
428,0,40.5011357317,-73.8591871823,0,0
429,0,40.5011357317,-73.8569850586,0,0
430,0,40.5011357317,-73.8547829349,0,0
431,0,40.5011357317,-73.8525808112,0,0
432,0,40.5011357317,-73.8503786876,0,0
433,0,40.5011357317,-73.8481765639,0,0
434,0,40.5011357317,-73.8459744402,0,0
435,0,40.5011357317,-73.8437723165,0,0
436,0,40.5011357317,-73.8415701928,0,0
437,0,40.5011357317,-73.8393680691,0,0
438,0,40.5011357317,-73.8371659454,0,0
439,0,40.5011357317,-73.8349638217,0,0
440,0,40.5011357317,-73.832761698,0,0
441,0,40.5011357317,-73.8305595743,0,0
442,0,40.5011357317,-73.8283574506,0,0
443,0,40.5011357317,-73.8261553269,0,0
444,0,40.5011357317,-73.8239532032,0,0
445,0,40.5011357317,-73.8217510795,0,0
446,0,40.5011357317,-73.8195489558,0,0
447,0,40.5011357317,-73.8173468321,0,0
448,0,40.5011357317,-73.8151447084,0,0
449,0,40.5011357317,-73.8129425847,0,0
450,0,40.5011357317,-73.810740461,0,0
451,0,40.5011357317,-73.8085383373,0,0
452,0,40.5011357317,-73.8063362137,0,0
453,0,40.5011357317,-73.80413409,0,0
454,0,40.5011357317,-73.8019319663,0,0
455,0,40.5011357317,-73.7997298426,0,0
456,0,40.5011357317,-73.7975277189,0,0
457,0,40.5011357317,-73.7953255952,0,0
458,0,40.5011357317,-73.7931234715,0,0
459,0,40.5011357317,-73.7909213478,0,0
460,0,40.5011357317,-73.7887192241,0,0
461,0,40.5011357317,-73.7865171004,0,0
462,0,40.5011357317,-73.7843149767,0,0
463,0,40.5011357317,-73.782112853,0,0
464,0,40.5011357317,-73.7799107293,0,0
465,0,40.5011357317,-73.7777086056,0,0
466,0,40.5011357317,-73.7755064819,0,0
467,0,40.5011357317,-73.7733043582,0,0
468,0,40.5011357317,-73.7711022345,0,0
469,0,40.5011357317,-73.7689001108,0,0
470,0,40.5011357317,-73.7666979871,0,0
471,0,40.5011357317,-73.7644958635,0,0
472,0,40.5011357317,-73.7622937398,0,0
473,0,40.5011357317,-73.7600916161,0,0
474,0,40.5011357317,-73.7578894924,0,0
475,0,40.5011357317,-73.7556873687,0,0
476,0,40.5011357317,-73.753485245,0,0
477,0,40.5011357317,-73.7512831213,0,0
478,0,40.5011357317,-73.7490809976,0,0
479,0,40.5011357317,-73.7468788739,0,0
480,0,40.5011357317,-73.7446767502,0,0
481,1,40.5011357317,-73.7424746265,0,0
482,0,40.5011357317,-73.7402725028,0,0
483,0,40.5011357317,-73.7380703791,0,0
484,0,40.5011357317,-73.7358682554,0,0
485,0,40.5011357317,-73.7336661317,0,0
486,0,40.5011357317,-73.731464008,0,0
487,0,40.5011357317,-73.7292618843,0,0
488,0,40.5011357317,-73.7270597606,0,0
489,0,40.5011357317,-73.7248576369,0,0
490,0,40.5011357317,-73.7226555133,0,0
491,0,40.5011357317,-73.7204533896,0,0
492,0,40.5011357317,-73.7182512659,0,0
493,0,40.5011357317,-73.7160491422,0,0
494,0,40.5011357317,-73.7138470185,0,0
495,0,40.5011357317,-73.7116448948,0,0
496,0,40.5011357317,-73.7094427711,0,0
497,0,40.5011357317,-73.7072406474,0,0
498,0,40.5011357317,-73.7050385237,0,0
499,0,40.5011357317,-73.7028364,0,0
500,0,40.5027927635,-74.2511652,0,0
501,0,40.5027927635,-74.2489630763,0,0
502,0,40.5027927635,-74.2467609526,0,0
503,0,40.5027927635,-74.2445588289,0,0
504,0,40.5027927635,-74.2423567052,0,0
505,0,40.5027927635,-74.2401545815,0,0
506,0,40.5027927635,-74.2379524578,0,0
507,0,40.5027927635,-74.2357503341,0,0
508,0,40.5027927635,-74.2335482104,0,0
509,0,40.5027927635,-74.2313460867,0,0
510,0,40.5027927635,-74.2291439631,0,0
511,0,40.5027927635,-74.2269418394,0,0
512,0,40.5027927635,-74.2247397157,0,0
513,0,40.5027927635,-74.222537592,0,0
514,0,40.5027927635,-74.2203354683,0,0
515,0,40.5027927635,-74.2181333446,0,0
516,0,40.5027927635,-74.2159312209,0,0
517,0,40.5027927635,-74.2137290972,0,0
518,0,40.5027927635,-74.2115269735,0,0
519,0,40.5027927635,-74.2093248498,0,0
520,1,40.5027927635,-74.2071227261,0,0
521,1,40.5027927635,-74.2049206024,0,0
522,1,40.5027927635,-74.2027184787,0,0
523,1,40.5027927635,-74.200516355,0,0
524,1,40.5027927635,-74.1983142313,0,0
525,1,40.5027927635,-74.1961121076,0,0
526,1,40.5027927635,-74.1939099839,0,0
527,1,40.5027927635,-74.1917078602,0,0
528,0,40.5027927635,-74.1895057365,0,0
529,0,40.5027927635,-74.1873036129,0,0
530,0,40.5027927635,-74.1851014892,0,0
531,0,40.5027927635,-74.1828993655,0,0
532,0,40.5027927635,-74.1806972418,0,0
533,0,40.5027927635,-74.1784951181,0,0
534,0,40.5027927635,-74.1762929944,0,0
535,0,40.5027927635,-74.1740908707,0,0
536,0,40.5027927635,-74.171888747,0,0
537,0,40.5027927635,-74.1696866233,0,0
538,0,40.5027927635,-74.1674844996,0,0
539,0,40.5027927635,-74.1652823759,0,0
540,0,40.5027927635,-74.1630802522,0,0
541,0,40.5027927635,-74.1608781285,0,0
542,0,40.5027927635,-74.1586760048,0,0
543,0,40.5027927635,-74.1564738811,0,0
544,0,40.5027927635,-74.1542717574,0,0
545,0,40.5027927635,-74.1520696337,0,0
546,0,40.5027927635,-74.14986751,0,0
547,0,40.5027927635,-74.1476653863,0,0
548,0,40.5027927635,-74.1454632627,0,0
549,0,40.5027927635,-74.143261139,0,0
550,0,40.5027927635,-74.1410590153,0,0
551,0,40.5027927635,-74.1388568916,0,0
552,0,40.5027927635,-74.1366547679,0,0
553,0,40.5027927635,-74.1344526442,0,0
554,0,40.5027927635,-74.1322505205,0,0
555,0,40.5027927635,-74.1300483968,0,0
556,0,40.5027927635,-74.1278462731,0,0
557,0,40.5027927635,-74.1256441494,0,0
558,0,40.5027927635,-74.1234420257,0,0
559,0,40.5027927635,-74.121239902,0,0
560,0,40.5027927635,-74.1190377783,0,0
561,0,40.5027927635,-74.1168356546,0,0
562,0,40.5027927635,-74.1146335309,0,0
563,1,40.5027927635,-74.1124314072,0,0
564,1,40.5027927635,-74.1102292835,0,0
565,1,40.5027927635,-74.1080271598,0,0
566,1,40.5027927635,-74.1058250361,0,0
567,1,40.5027927635,-74.1036229124,0,0
568,1,40.5027927635,-74.1014207888,0,0
569,0,40.5027927635,-74.0992186651,0,0
570,0,40.5027927635,-74.0970165414,0,0
571,0,40.5027927635,-74.0948144177,0,0
572,1,40.5027927635,-74.092612294,0,0
573,1,40.5027927635,-74.0904101703,0,0
574,1,40.5027927635,-74.0882080466,0,1
575,1,40.5027927635,-74.0860059229,0,1
576,1,40.5027927635,-74.0838037992,0,1
577,0,40.5027927635,-74.0816016755,0,1
578,0,40.5027927635,-74.0793995518,0,1
579,0,40.5027927635,-74.0771974281,0,0
580,0,40.5027927635,-74.0749953044,0,1
581,0,40.5027927635,-74.0727931807,0,1
582,0,40.5027927635,-74.070591057,0,1
583,0,40.5027927635,-74.0683889333,0,1
584,0,40.5027927635,-74.0661868096,0,1
585,0,40.5027927635,-74.0639846859,0,1
586,0,40.5027927635,-74.0617825622,0,1
587,0,40.5027927635,-74.0595804386,0,1
588,0,40.5027927635,-74.0573783149,0,1
589,0,40.5027927635,-74.0551761912,0,1
590,0,40.5027927635,-74.0529740675,0,1
591,0,40.5027927635,-74.0507719438,0,0
592,0,40.5027927635,-74.0485698201,0,0
593,0,40.5027927635,-74.0463676964,0,0
594,0,40.5027927635,-74.0441655727,0,0
595,0,40.5027927635,-74.041963449,0,0
596,0,40.5027927635,-74.0397613253,0,0
597,0,40.5027927635,-74.0375592016,0,0
598,0,40.5027927635,-74.0353570779,0,0
599,0,40.5027927635,-74.0331549542,0,0
600,0,40.5027927635,-74.0309528305,0,0
601,0,40.5027927635,-74.0287507068,0,0
602,0,40.5027927635,-74.0265485831,0,0
603,0,40.5027927635,-74.0243464594,0,0
604,0,40.5027927635,-74.0221443357,0,0
605,0,40.5027927635,-74.019942212,0,0
606,0,40.5027927635,-74.0177400884,0,0
607,0,40.5027927635,-74.0155379647,0,0
608,0,40.5027927635,-74.013335841,0,0
609,0,40.5027927635,-74.0111337173,0,0
610,0,40.5027927635,-74.0089315936,0,0
611,0,40.5027927635,-74.0067294699,0,0
612,0,40.5027927635,-74.0045273462,0,0
613,0,40.5027927635,-74.0023252225,0,0
614,0,40.5027927635,-74.0001230988,0,0
615,0,40.5027927635,-73.9979209751,0,0
616,0,40.5027927635,-73.9957188514,0,0
617,0,40.5027927635,-73.9935167277,0,0
618,0,40.5027927635,-73.991314604,0,0
619,0,40.5027927635,-73.9891124803,0,0
